Employee_ID,Name,Highest_Degree,Skill,Work_Experience,Experience,Role,Certifications,Location
E410,christian pham,Ph.D.,"['react', 'css', 'javascript', 'java', 'python', 'html']",9,Mid-level,DevOps Engineer,"['React Native Development', 'HTML Certification', 'Advanced Python']",isaacstad
E7460,nicholas baker,Ph.D.,"['javascript', 'python', 'java', 'css', 'react', 'html']",8,Mid-level,Data Scientist,"['React Certification', 'Java Certification', 'Advanced CSS']",port ronaldbury
E4355,nicholas velazquez,Bachelor,"['java', 'html', 'python', 'react', 'javascript']",10,Senior-level,Software Engineer,"['Java Certification', 'Web Design Fundamentals', 'React Certification']",seantown
E7528,steven baxter,Master,"['python', 'react', 'javascript', 'html', 'java']",7,Mid-level,DevOps Engineer,"['Java EE', 'React Certification', 'JavaScript Certification']",south amanda
E9235,diana nguyen,Bachelor,"['css', 'react', 'javascript', 'html', 'python', 'java']",6,Mid-level,UI/UX Designer,"['HTML Certification', 'Advanced CSS', 'React Certification']",churchstad
E5217,adam diaz,Bachelor,"['python', 'javascript', 'html']",2,Entry-level,UI/UX Designer,"['JavaScript Certification', 'Web Design Fundamentals', 'React Certification']",espinozabury
E4689,edwin anderson,Bachelor,['javascript'],15,Senior-level,Software Engineer,"['JavaScript Certification', 'React Certification']",gregoryport
E944,kari young,Bachelor,"['react', 'python', 'html', 'javascript']",11,Senior-level,Web Developer,"['HTML Certification', 'React Certification', 'React Certification']",east charles
E6838,ashley patterson,Ph.D.,"['java', 'python', 'react', 'html', 'css']",2,Entry-level,Software Engineer,"['Advanced CSS', 'HTML Certification', 'Java EE']",ortizside
E5423,john hill,Ph.D.,"['css', 'java', 'html', 'javascript', 'react']",7,Mid-level,Product Manager,"['React Certification', 'CSS Certification', 'React Native Development']",bakerland
E4170,christy brown,Bachelor,"['java', 'css']",7,Mid-level,Web Developer,"['Java Certification', 'Advanced CSS', 'Java EE']",lisaside
E5172,tristan martinez,Ph.D.,"['javascript', 'html', 'react']",3,Entry-level,UI/UX Designer,"['React Certification', 'React Certification', 'JavaScript Certification']",port brittanytown
E3414,ashley collins,Ph.D.,"['html', 'javascript', 'css', 'react', 'java']",10,Senior-level,Data Scientist,"['Web Design Fundamentals', 'JavaScript Certification', 'React Certification']",north jonathan
E2069,douglas oconnor,Bachelor,['html'],15,Senior-level,Data Scientist,"['Web Design Fundamentals', 'HTML Certification']",new lisa
E589,catherine lowe,Ph.D.,"['html', 'python', 'javascript', 'java']",3,Entry-level,DevOps Engineer,"['JavaScript Certification', 'Java Certification', 'HTML Certification']",south amyfort
E1007,david scott,Bachelor,"['javascript', 'java', 'react', 'css', 'python', 'html']",5,Mid-level,Software Engineer,"['React Certification', 'HTML Certification', 'Java EE']",north emilyhaven
E6352,charlotte castillo,Ph.D.,"['java', 'python']",1,Entry-level,Product Manager,"['Python Certification', 'Java EE', 'Java Certification']",brownville
E8954,timothy holden,Bachelor,"['css', 'html', 'javascript']",7,Mid-level,Web Developer,"['JavaScript Certification', 'CSS Certification', 'Web Design Fundamentals']",south amandaton
E7882,benjamin kelly,Master,"['python', 'css']",12,Senior-level,UI/UX Designer,"['CSS Certification', 'Advanced Python', 'Advanced CSS']",new cole
E9552,sheila cunningham,Master,"['java', 'html', 'javascript', 'css', 'python', 'react']",14,Senior-level,DevOps Engineer,"['CSS Certification', 'Python Certification', 'Advanced Python']",collinshaven
E8156,stephanie wright,Bachelor,"['css', 'javascript']",12,Senior-level,DevOps Engineer,"['JavaScript Certification', 'Advanced CSS', 'CSS Certification']",north travis
E3553,john henderson,Master,"['html', 'python', 'java']",12,Senior-level,Software Engineer,"['Web Design Fundamentals', 'Advanced Python', 'HTML Certification']",connietown
E7394,jamie johnson,Master,"['react', 'html', 'css', 'python', 'javascript', 'java']",7,Mid-level,Software Engineer,"['HTML Certification', 'React Certification', 'React Native Development']",west kimberlymouth
E6256,amy moss,Ph.D.,['java'],6,Mid-level,Data Scientist,"['Java Certification', 'Java EE']",north ericfurt
E6098,jessica reese,Ph.D.,['javascript'],4,Entry-level,Product Manager,"['React Certification', 'JavaScript Certification']",emilyburgh
E2245,kevin rivera,Ph.D.,"['react', 'javascript', 'java', 'python', 'css', 'html']",15,Senior-level,Data Scientist,"['Advanced CSS', 'Python Certification', 'React Native Development']",duaneville
E1406,natalie fuller,Master,"['html', 'java', 'javascript']",10,Senior-level,UI/UX Designer,"['Web Design Fundamentals', 'Java EE', 'JavaScript Certification']",meganmouth
E7516,jesse wright,Ph.D.,"['react', 'html', 'java', 'python']",2,Entry-level,Data Scientist,"['Java EE', 'React Certification', 'React Native Development']",north jimmy
E2746,derrick buckley,Bachelor,"['javascript', 'java', 'css', 'html']",7,Mid-level,Product Manager,"['Web Design Fundamentals', 'Java Certification', 'React Certification']",ericksonmouth
E6152,david davis,Ph.D.,"['react', 'javascript', 'css', 'python', 'java', 'html']",9,Mid-level,Data Scientist,"['Advanced Python', 'CSS Certification', 'React Certification']",north teresafort
E7564,michael gutierrez,Ph.D.,['html'],2,Entry-level,Web Developer,"['Web Design Fundamentals', 'HTML Certification']",jarvisborough
E4854,nicholas rogers,Bachelor,['python'],6,Mid-level,UI/UX Designer,"['Python Certification', 'Advanced Python']",lake lisachester
E2291,sara sheppard,Master,"['python', 'react', 'css', 'java', 'html']",11,Senior-level,Product Manager,"['React Native Development', 'Java EE', 'React Certification']",jacquelinefort
E5859,lawrence chandler,Ph.D.,"['react', 'html', 'javascript', 'python', 'java']",12,Senior-level,DevOps Engineer,"['React Certification', 'React Certification', 'Advanced Python']",port matthewfort
E6767,robert schroeder,Master,"['java', 'html', 'react']",5,Mid-level,UI/UX Designer,"['HTML Certification', 'Java EE', 'React Native Development']",danielville
E2454,david rogers,Ph.D.,['python'],7,Mid-level,Web Developer,"['Advanced Python', 'Python Certification']",shannonland
E8650,kimberly williams,Master,"['python', 'java', 'javascript', 'css', 'react']",9,Mid-level,Data Scientist,"['React Certification', 'JavaScript Certification', 'React Native Development']",lake brandyborough
E9793,sean ayers,Bachelor,"['javascript', 'react', 'java', 'css', 'html']",13,Senior-level,Software Engineer,"['JavaScript Certification', 'React Certification', 'CSS Certification']",barberhaven
E3764,shari hicks,Master,['html'],14,Senior-level,UI/UX Designer,"['Web Design Fundamentals', 'HTML Certification']",arroyoborough
E7383,james williams,Ph.D.,"['html', 'react', 'javascript', 'java']",4,Entry-level,Web Developer,"['React Certification', 'React Native Development', 'HTML Certification']",haleyborough
E186,steven stephens,Bachelor,"['javascript', 'react', 'python', 'css']",6,Mid-level,Data Scientist,"['Python Certification', 'Advanced Python', 'React Native Development']",mikeport
E7949,james baker,Bachelor,"['python', 'javascript', 'java', 'html', 'react', 'css']",14,Senior-level,Web Developer,"['Web Design Fundamentals', 'JavaScript Certification', 'Advanced CSS']",lake christopher
E118,anthony mcdaniel,Ph.D.,"['css', 'html', 'java', 'react', 'javascript', 'python']",9,Mid-level,DevOps Engineer,"['React Native Development', 'CSS Certification', 'Java Certification']",south maryberg
E8938,michelle allison,Ph.D.,"['html', 'react', 'java', 'python']",12,Senior-level,Web Developer,"['Python Certification', 'HTML Certification', 'React Native Development']",south michaelfurt
E8634,anna hall,Bachelor,['react'],7,Mid-level,DevOps Engineer,"['React Native Development', 'React Certification']",port kendra
E7553,cody kim,Bachelor,"['css', 'java', 'react', 'javascript', 'html']",15,Senior-level,DevOps Engineer,"['React Certification', 'Advanced CSS', 'HTML Certification']",mendozaton
E813,erica perez,Ph.D.,"['react', 'javascript', 'css', 'python', 'java', 'html']",6,Mid-level,DevOps Engineer,"['Advanced CSS', 'Python Certification', 'Java Certification']",douglasburgh
E7977,leslie crawford,Bachelor,"['react', 'python', 'html', 'css', 'java']",12,Senior-level,Data Scientist,"['CSS Certification', 'Java EE', 'Advanced CSS']",mooreland
E8491,mark clark,Ph.D.,"['css', 'react', 'html']",1,Entry-level,Web Developer,"['Web Design Fundamentals', 'Advanced CSS', 'HTML Certification']",jacobberg
E902,julie lee,Master,"['react', 'python', 'css']",15,Senior-level,Data Scientist,"['Python Certification', 'React Certification', 'Advanced Python']",marshallland
E624,alec wright,Bachelor,"['react', 'javascript', 'html', 'java']",10,Senior-level,Software Engineer,"['Java EE', 'React Certification', 'Java Certification']",harperchester
E9379,theresa coleman,Bachelor,"['react', 'python', 'html', 'java', 'javascript']",2,Entry-level,Web Developer,"['React Certification', 'Python Certification', 'JavaScript Certification']",new karen
E9127,donna crosby,Bachelor,"['css', 'react']",14,Senior-level,Data Scientist,"['Advanced CSS', 'React Native Development', 'CSS Certification']",lake amber
E8942,alexander williams,Master,"['java', 'python', 'css', 'html', 'react', 'javascript']",1,Entry-level,UI/UX Designer,"['Advanced Python', 'Advanced CSS', 'React Certification']",port cynthiaview
E4197,tracy reed,Ph.D.,"['css', 'react', 'javascript']",6,Mid-level,Software Engineer,"['React Certification', 'Advanced CSS', 'React Native Development']",martinton
E8296,mckenzie jones,Master,"['css', 'java', 'html', 'react', 'javascript', 'python']",1,Entry-level,Product Manager,"['Web Design Fundamentals', 'JavaScript Certification', 'Advanced Python']",colemanhaven
E7431,tara robles,Ph.D.,"['javascript', 'html']",11,Senior-level,UI/UX Designer,"['React Certification', 'Web Design Fundamentals', 'HTML Certification']",lake gregorybury
E6881,tyler williams,Ph.D.,"['javascript', 'react', 'css', 'python', 'html']",10,Senior-level,Data Scientist,"['Advanced Python', 'Advanced CSS', 'React Certification']",south pamela
E4159,ashley garcia,Master,"['java', 'html', 'css', 'react', 'javascript', 'python']",6,Mid-level,UI/UX Designer,"['Java EE', 'CSS Certification', 'React Certification']",millerstad
E2923,jacob harris,Bachelor,"['javascript', 'react', 'css']",12,Senior-level,UI/UX Designer,"['React Native Development', 'React Certification', 'CSS Certification']",dawnmouth
E3401,deborah hill,Bachelor,"['css', 'react']",8,Mid-level,Web Developer,"['React Native Development', 'CSS Certification', 'React Certification']",vincentview
E3628,kathleen maxwell,Bachelor,"['react', 'javascript', 'python']",14,Senior-level,Web Developer,"['Advanced Python', 'React Certification', 'React Native Development']",herreraburgh
E8788,gabriel lawrence,Bachelor,"['react', 'javascript', 'python', 'css', 'html', 'java']",7,Mid-level,Product Manager,"['React Certification', 'React Certification', 'React Native Development']",lake jamesfurt
E9149,brian miller,Bachelor,"['python', 'javascript', 'html', 'react']",9,Mid-level,Product Manager,"['HTML Certification', 'React Certification', 'Python Certification']",shahhaven
E5078,donna farley,Bachelor,"['html', 'css']",3,Entry-level,Product Manager,"['Advanced CSS', 'CSS Certification', 'HTML Certification']",north kathleenchester
E7129,austin ramos,Master,['html'],7,Mid-level,Data Scientist,"['Web Design Fundamentals', 'HTML Certification']",rebeccaside
E9860,jordan holden,Bachelor,"['java', 'css', 'html']",11,Senior-level,Software Engineer,"['Java EE', 'Advanced CSS', 'Web Design Fundamentals']",north anne
E7148,joshua evans,Master,"['css', 'html', 'react']",11,Senior-level,Software Engineer,"['CSS Certification', 'HTML Certification', 'Web Design Fundamentals']",vazqueztown
E4694,david king,Ph.D.,"['html', 'css', 'python']",9,Mid-level,Web Developer,"['HTML Certification', 'Advanced CSS', 'Web Design Fundamentals']",wayneville
E1089,mr. jacob hernandez,Ph.D.,"['html', 'react', 'python', 'java', 'javascript', 'css']",11,Senior-level,Data Scientist,"['Python Certification', 'CSS Certification', 'React Native Development']",craigview
E9618,michael thomas,Ph.D.,"['javascript', 'react', 'python', 'html']",14,Senior-level,Software Engineer,"['HTML Certification', 'Web Design Fundamentals', 'Advanced Python']",south chasebury
E4509,eric guerrero,Bachelor,"['html', 'javascript', 'python', 'java', 'react', 'css']",2,Entry-level,Software Engineer,"['React Certification', 'React Certification', 'CSS Certification']",port angelaton
E7693,jamie cuevas,Bachelor,['java'],15,Senior-level,Product Manager,"['Java EE', 'Java Certification']",west robert
E1214,angela brown,Master,"['html', 'java', 'react', 'javascript']",4,Entry-level,Product Manager,"['JavaScript Certification', 'Java EE', 'Web Design Fundamentals']",west sheena
E8015,maria hanna,Bachelor,['react'],2,Entry-level,Product Manager,"['React Native Development', 'React Certification']",samanthaside
E4119,joseph burns,Bachelor,['css'],7,Mid-level,Data Scientist,"['CSS Certification', 'Advanced CSS']",rebeccaburgh
E7703,ashley buchanan,Bachelor,"['javascript', 'html', 'python', 'css', 'java', 'react']",11,Senior-level,Web Developer,"['HTML Certification', 'Python Certification', 'Web Design Fundamentals']",bradyhaven
E9025,stefanie frank,Master,"['java', 'css', 'react', 'html', 'javascript', 'python']",5,Mid-level,Web Developer,"['Web Design Fundamentals', 'CSS Certification', 'Python Certification']",east shelleyfort
E500,joseph leonard,Ph.D.,['react'],3,Entry-level,Software Engineer,"['React Native Development', 'React Certification']",north barbara
E2180,nicholas brown,Master,"['javascript', 'react']",9,Mid-level,Web Developer,"['React Native Development', 'JavaScript Certification', 'React Certification']",south dawn
E616,michael turner,Bachelor,"['javascript', 'react', 'python']",4,Entry-level,UI/UX Designer,"['React Certification', 'Advanced Python', 'React Certification']",new valerie
E599,amy jones,Ph.D.,"['python', 'java', 'css']",12,Senior-level,Product Manager,"['Advanced Python', 'Python Certification', 'Advanced CSS']",millerview
E9352,vincent johns,Ph.D.,"['python', 'java', 'html', 'react']",15,Senior-level,Web Developer,"['React Certification', 'React Native Development', 'Java Certification']",east michael
E9871,elizabeth stevens phd,Bachelor,"['javascript', 'css', 'html', 'react', 'python']",13,Senior-level,Product Manager,"['JavaScript Certification', 'React Certification', 'HTML Certification']",new michael
E4426,john king,Bachelor,"['css', 'java']",6,Mid-level,DevOps Engineer,"['CSS Certification', 'Java Certification', 'Java EE']",north charles
E3387,jesse marshall,Ph.D.,"['javascript', 'python', 'react', 'java']",8,Mid-level,DevOps Engineer,"['Java Certification', 'React Native Development', 'JavaScript Certification']",port teresa
E6152,margaret calderon,Master,"['react', 'python', 'html', 'javascript', 'java']",14,Senior-level,UI/UX Designer,"['Python Certification', 'Java EE', 'Web Design Fundamentals']",west matthewland
E5162,robert atkins,Bachelor,"['python', 'javascript', 'html', 'react']",10,Senior-level,DevOps Engineer,"['React Certification', 'React Certification', 'Advanced Python']",jonesfort
E3363,regina cooper,Master,['html'],3,Entry-level,Data Scientist,"['HTML Certification', 'Web Design Fundamentals']",port adam
E2566,warren parker,Bachelor,"['python', 'react', 'java', 'html', 'javascript']",11,Senior-level,Data Scientist,"['JavaScript Certification', 'Java EE', 'React Native Development']",south albertchester
E7025,kendra sutton,Master,['javascript'],15,Senior-level,Product Manager,"['JavaScript Certification', 'React Certification']",karenview
E7730,david travis,Master,['react'],13,Senior-level,DevOps Engineer,"['React Certification', 'React Native Development']",ashleyhaven
E500,amber johnson,Ph.D.,"['python', 'html', 'css', 'javascript', 'java']",7,Mid-level,DevOps Engineer,"['HTML Certification', 'Advanced CSS', 'Advanced Python']",east danielhaven
E8083,peter steele,Master,"['react', 'python', 'html']",6,Mid-level,Software Engineer,"['Web Design Fundamentals', 'React Certification', 'Python Certification']",petersborough
E2575,thomas howell,Bachelor,"['python', 'javascript']",13,Senior-level,DevOps Engineer,"['Python Certification', 'React Certification', 'Advanced Python']",north carriemouth
E9933,nicholas stephens,Bachelor,['css'],14,Senior-level,Software Engineer,"['Advanced CSS', 'CSS Certification']",laurenhaven
E1901,eric campbell,Bachelor,"['python', 'java', 'react', 'css', 'javascript']",6,Mid-level,Web Developer,"['Advanced CSS', 'Java Certification', 'Advanced Python']",browntown
E9447,michael jackson,Master,"['html', 'react', 'java']",8,Mid-level,DevOps Engineer,"['HTML Certification', 'Java Certification', 'React Native Development']",north melaniemouth
E7649,amber li,Bachelor,"['javascript', 'html', 'java']",12,Senior-level,Data Scientist,"['React Certification', 'Java EE', 'Java Certification']",michaelton
E3741,dawn lopez,Ph.D.,"['java', 'html', 'css', 'python', 'react', 'javascript']",9,Mid-level,UI/UX Designer,"['Advanced CSS', 'Python Certification', 'Java Certification']",johnsport
E7036,lisa taylor,Ph.D.,"['html', 'javascript']",11,Senior-level,Data Scientist,"['JavaScript Certification', 'HTML Certification', 'React Certification']",north amandaview
E5554,jordan dougherty,Ph.D.,"['react', 'javascript', 'html', 'java']",8,Mid-level,Web Developer,"['Web Design Fundamentals', 'React Certification', 'Java EE']",lake lindsay
E514,bruce thomas,Bachelor,"['react', 'javascript', 'css']",1,Entry-level,Data Scientist,"['React Native Development', 'CSS Certification', 'JavaScript Certification']",matthewchester
E9753,tonya schneider,Bachelor,"['java', 'python', 'react']",13,Senior-level,Software Engineer,"['React Certification', 'React Native Development', 'Java EE']",shepherdview
E2768,brittany wilson,Bachelor,"['react', 'python', 'css', 'html', 'java', 'javascript']",12,Senior-level,DevOps Engineer,"['Java Certification', 'JavaScript Certification', 'Web Design Fundamentals']",shawstad
E460,peggy monroe dvm,Ph.D.,"['react', 'css', 'python', 'javascript', 'html', 'java']",5,Mid-level,Product Manager,"['Java EE', 'React Certification', 'Advanced Python']",south cynthia
E2137,ann house,Bachelor,"['react', 'css']",6,Mid-level,Web Developer,"['React Certification', 'Advanced CSS', 'CSS Certification']",new michelle
E4758,kyle smith,Bachelor,['html'],4,Entry-level,Web Developer,"['Web Design Fundamentals', 'HTML Certification']",lopezmouth
E162,laura jenkins,Ph.D.,"['python', 'react', 'javascript']",12,Senior-level,Data Scientist,"['React Certification', 'Python Certification', 'React Certification']",keithchester
E8881,morgan higgins,Master,"['javascript', 'html', 'python', 'css']",15,Senior-level,Software Engineer,"['React Certification', 'Advanced Python', 'Web Design Fundamentals']",morganland
E6676,jasmine bridges,Ph.D.,"['java', 'python', 'react', 'css']",8,Mid-level,Web Developer,"['Java EE', 'React Certification', 'Advanced Python']",west michaeltown
E9299,madison estrada,Ph.D.,"['python', 'java', 'css', 'react', 'html']",12,Senior-level,DevOps Engineer,"['Java EE', 'CSS Certification', 'Java Certification']",hudsonside
E8791,megan jackson,Bachelor,"['python', 'javascript', 'css']",1,Entry-level,Software Engineer,"['Python Certification', 'JavaScript Certification', 'Advanced CSS']",new caroline
E2823,tiffany evans,Ph.D.,['java'],13,Senior-level,Product Manager,"['Java Certification', 'Java EE']",east leetown
E390,patricia austin,Ph.D.,"['javascript', 'html', 'css', 'java']",10,Senior-level,Product Manager,"['Advanced CSS', 'HTML Certification', 'CSS Certification']",south jennifertown
E4615,todd golden,Bachelor,"['javascript', 'css', 'python', 'react', 'html']",10,Senior-level,Software Engineer,"['CSS Certification', 'React Certification', 'Web Design Fundamentals']",east joan
E1425,erika short,Ph.D.,"['react', 'css', 'html', 'python', 'javascript']",10,Senior-level,DevOps Engineer,"['React Certification', 'Python Certification', 'HTML Certification']",lake jason
E380,heidi moore,Master,['javascript'],3,Entry-level,Web Developer,"['React Certification', 'JavaScript Certification']",adamside
E4772,hannah wallace,Bachelor,"['html', 'python', 'java']",4,Entry-level,Data Scientist,"['Java EE', 'Web Design Fundamentals', 'Advanced Python']",catherineport
E6959,james gonzalez,Ph.D.,"['javascript', 'css', 'python', 'java']",6,Mid-level,Data Scientist,"['CSS Certification', 'Python Certification', 'Java EE']",port blake
E5907,lauren robinson,Ph.D.,"['css', 'react', 'java']",13,Senior-level,UI/UX Designer,"['Advanced CSS', 'Java Certification', 'React Native Development']",johnsonton
E6769,robert buchanan,Bachelor,"['javascript', 'python', 'css', 'java']",8,Mid-level,DevOps Engineer,"['JavaScript Certification', 'Python Certification', 'Java EE']",amandaton
E1346,jamie gutierrez,Master,"['javascript', 'react', 'python']",4,Entry-level,Software Engineer,"['React Native Development', 'JavaScript Certification', 'React Certification']",south donald
E1951,isabella blake,Bachelor,"['css', 'javascript', 'react', 'html', 'java', 'python']",5,Mid-level,Product Manager,"['Java EE', 'Advanced Python', 'Java Certification']",new brendaside
E4516,mary freeman,Bachelor,"['javascript', 'html', 'react', 'python', 'java']",5,Mid-level,Software Engineer,"['React Certification', 'Advanced Python', 'Java Certification']",dannychester
E6307,cristian sanchez,Master,['javascript'],15,Senior-level,Web Developer,"['React Certification', 'JavaScript Certification']",valerieborough
E9162,amanda freeman,Ph.D.,['react'],1,Entry-level,Web Developer,"['React Native Development', 'React Certification']",new jasonmouth
E4871,danielle parsons,Ph.D.,"['javascript', 'python', 'react']",2,Entry-level,UI/UX Designer,"['JavaScript Certification', 'React Certification', 'React Certification']",kimberlyshire
E2294,jonathan hunt,Master,"['css', 'java', 'html', 'python', 'react']",1,Entry-level,Web Developer,"['CSS Certification', 'React Certification', 'Web Design Fundamentals']",torresfurt
E3264,thomas herman,Bachelor,"['python', 'javascript', 'java']",12,Senior-level,UI/UX Designer,"['React Certification', 'JavaScript Certification', 'Java Certification']",east joe
E8097,sarah bishop,Master,"['css', 'java', 'javascript', 'html', 'react', 'python']",4,Entry-level,Web Developer,"['Python Certification', 'React Certification', 'React Certification']",new teresa
E360,melissa rose,Master,['react'],1,Entry-level,Web Developer,"['React Native Development', 'React Certification']",port laurieshire
E9630,david berger,Ph.D.,['html'],13,Senior-level,DevOps Engineer,"['Web Design Fundamentals', 'HTML Certification']",crystalmouth
E1608,gregory hall,Bachelor,"['javascript', 'html', 'css', 'python']",5,Mid-level,DevOps Engineer,"['Advanced CSS', 'JavaScript Certification', 'Python Certification']",west abigail
E5307,nicole martinez,Bachelor,"['java', 'python', 'javascript', 'html', 'css', 'react']",6,Mid-level,DevOps Engineer,"['Advanced CSS', 'Java EE', 'Web Design Fundamentals']",west heatherland
E757,cody reynolds,Master,"['css', 'javascript']",4,Entry-level,Software Engineer,"['CSS Certification', 'Advanced CSS', 'JavaScript Certification']",north richard
E4264,autumn osborn,Ph.D.,"['css', 'javascript', 'java', 'python', 'html', 'react']",8,Mid-level,UI/UX Designer,"['Java Certification', 'HTML Certification', 'Java EE']",port jacqueline
E3021,timothy fitzpatrick,Bachelor,['java'],6,Mid-level,Web Developer,"['Java EE', 'Java Certification']",smithshire
E6805,rebecca cook,Ph.D.,"['python', 'javascript', 'css', 'java', 'react', 'html']",8,Mid-level,Web Developer,"['CSS Certification', 'React Certification', 'React Native Development']",micheleborough
E5601,matthew gordon,Bachelor,"['python', 'java', 'javascript']",9,Mid-level,DevOps Engineer,"['Java EE', 'React Certification', 'Python Certification']",north michelle
E5249,kaitlin nolan,Master,"['python', 'html', 'react', 'css', 'javascript', 'java']",3,Entry-level,DevOps Engineer,"['CSS Certification', 'React Certification', 'Python Certification']",port michael
E6115,gary jackson,Ph.D.,['python'],8,Mid-level,Data Scientist,"['Python Certification', 'Advanced Python']",lake melaniemouth
E6124,melissa hayes,Master,"['javascript', 'python', 'css']",10,Senior-level,Data Scientist,"['Advanced CSS', 'Advanced Python', 'React Certification']",west jasonhaven
E3591,michael myers dds,Bachelor,"['javascript', 'html']",14,Senior-level,Web Developer,"['React Certification', 'Web Design Fundamentals', 'HTML Certification']",new desiree
E856,john stein,Ph.D.,"['javascript', 'python']",10,Senior-level,Software Engineer,"['React Certification', 'Advanced Python', 'Python Certification']",new justinton
E8881,michelle tucker,Master,"['javascript', 'css', 'react', 'python', 'html', 'java']",14,Senior-level,UI/UX Designer,"['HTML Certification', 'React Certification', 'JavaScript Certification']",brianland
E8306,robert walker,Ph.D.,['python'],7,Mid-level,Data Scientist,"['Python Certification', 'Advanced Python']",welchmouth
E7840,joe hunt,Ph.D.,"['java', 'css', 'javascript', 'python']",6,Mid-level,UI/UX Designer,"['JavaScript Certification', 'Python Certification', 'Java EE']",angelafurt
E5162,shelby gonzalez,Bachelor,"['css', 'react']",9,Mid-level,Data Scientist,"['React Certification', 'CSS Certification', 'Advanced CSS']",garciahaven
E4235,carol king,Ph.D.,"['css', 'javascript', 'java', 'react']",14,Senior-level,DevOps Engineer,"['React Certification', 'CSS Certification', 'React Native Development']",port hailey
E2344,scott henderson,Bachelor,"['react', 'html', 'css', 'python', 'javascript', 'java']",5,Mid-level,DevOps Engineer,"['Web Design Fundamentals', 'CSS Certification', 'Advanced Python']",west juanfort
E9511,derrick vaughn,Ph.D.,['python'],8,Mid-level,Web Developer,"['Python Certification', 'Advanced Python']",williamburgh
E7902,cindy hayes,Master,"['react', 'java', 'python', 'html', 'javascript']",7,Mid-level,UI/UX Designer,"['React Certification', 'React Native Development', 'Java EE']",madelinebury
E2063,alicia hernandez,Bachelor,"['python', 'javascript', 'react']",9,Mid-level,Web Developer,"['Python Certification', 'React Certification', 'React Certification']",lake matthew
E8518,tina nelson,Bachelor,"['javascript', 'css']",13,Senior-level,Web Developer,"['CSS Certification', 'React Certification', 'JavaScript Certification']",michaelville
E4003,rodney miller,Bachelor,['python'],10,Senior-level,Software Engineer,"['Python Certification', 'Advanced Python']",east heather
E2909,derek massey,Master,['python'],8,Mid-level,Software Engineer,"['Advanced Python', 'Python Certification']",angelaville
E7646,carolyn curry,Ph.D.,"['css', 'java', 'javascript']",15,Senior-level,UI/UX Designer,"['React Certification', 'JavaScript Certification', 'Java Certification']",west brandonfurt
E9794,wendy hoffman,Ph.D.,"['css', 'html']",9,Mid-level,DevOps Engineer,"['HTML Certification', 'Web Design Fundamentals', 'CSS Certification']",sherrymouth
E9307,chad peters,Ph.D.,"['html', 'react', 'css', 'java']",1,Entry-level,DevOps Engineer,"['Java EE', 'React Certification', 'Web Design Fundamentals']",wellsberg
E9368,samantha cross,Bachelor,"['css', 'react', 'javascript', 'java', 'html', 'python']",5,Mid-level,Web Developer,"['React Certification', 'Web Design Fundamentals', 'Python Certification']",michellefort
E8244,adam johnson,Ph.D.,"['javascript', 'html', 'css', 'python']",4,Entry-level,UI/UX Designer,"['JavaScript Certification', 'CSS Certification', 'React Certification']",mullinsfort
E7514,tanya cook,Bachelor,"['html', 'java', 'python', 'css', 'react', 'javascript']",8,Mid-level,Data Scientist,"['Advanced Python', 'Advanced CSS', 'Web Design Fundamentals']",east garybury
E3096,zachary clark,Master,"['react', 'javascript', 'java']",6,Mid-level,UI/UX Designer,"['Java EE', 'Java Certification', 'React Certification']",matthewland
E3409,duane santiago,Master,"['java', 'html', 'javascript', 'react']",7,Mid-level,Software Engineer,"['Java Certification', 'JavaScript Certification', 'Java EE']",new barbaraview
E1892,valerie frost,Bachelor,"['html', 'javascript', 'css', 'java']",14,Senior-level,Data Scientist,"['React Certification', 'Web Design Fundamentals', 'Java EE']",new howard
E3323,michele holland,Master,"['java', 'javascript', 'css', 'python', 'html']",7,Mid-level,DevOps Engineer,"['Python Certification', 'Advanced CSS', 'CSS Certification']",brettside
E1466,jeffrey white,Ph.D.,"['java', 'javascript', 'react', 'css', 'python']",11,Senior-level,Web Developer,"['Advanced Python', 'React Certification', 'Java EE']",north natalietown
E3433,timothy todd,Ph.D.,"['html', 'java', 'react', 'css', 'python']",15,Senior-level,Web Developer,"['CSS Certification', 'React Certification', 'Java EE']",grayland
E4440,michael wilson,Ph.D.,"['python', 'react']",6,Mid-level,Product Manager,"['React Native Development', 'Advanced Python', 'React Certification']",simmonsburgh
E2428,jonathan aguilar,Master,"['css', 'python']",10,Senior-level,Data Scientist,"['CSS Certification', 'Advanced CSS', 'Advanced Python']",north robert
E4728,robert martinez,Master,"['javascript', 'react', 'css', 'html', 'java', 'python']",12,Senior-level,Data Scientist,"['Java EE', 'Advanced CSS', 'Advanced Python']",johnsonchester
E5809,tara wilson,Master,"['html', 'python', 'java']",12,Senior-level,Software Engineer,"['HTML Certification', 'Web Design Fundamentals', 'Advanced Python']",lake brittneychester
E1279,timothy brandt,Ph.D.,"['html', 'java']",5,Mid-level,Software Engineer,"['Java Certification', 'Web Design Fundamentals', 'Java EE']",carlashire
E7330,john moreno,Master,"['java', 'css', 'react', 'python', 'html', 'javascript']",3,Entry-level,DevOps Engineer,"['Java Certification', 'Advanced CSS', 'React Native Development']",francoberg
E2675,jessica english,Bachelor,"['react', 'css', 'python', 'javascript']",10,Senior-level,UI/UX Designer,"['Python Certification', 'React Certification', 'Advanced CSS']",port eric
